SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err
021010.75+065346.0,2321,53711,436,32.544797,6.896112,20.51,20.33,20.63,20.93,20.8,17555.0,7.2,0.351,DA,results_convolution_2/spectra/spec-2321-53711-0436.fits,spec-2321-53711-0436.fits,2321-53711-01,2321.0,53711.0,436.0,,20.345345566510154,,20.351862550007432,,21.196134957823183,,21.044274131018376,,20.756123631093693,,20.41631025097656,,21.45975619515233,,20.681240629851,,20.379567301592765,,20.52855121972457,,20.806471276061764,,21.52054163743771,
021032.44+212552.5,2066,53349,81,32.635177,21.431258,20.66,20.51,20.7,20.87,20.9,17790.0,7.79,0.517,DA,results_convolution_2/spectra/spec-2066-53349-0081.fits,spec-2066-53349-0081.fits,2066-53341-01,2066.0,53349.0,81.0,,20.58885628285736,,20.57508565943053,,20.885355406433284,,20.98689166260754,,20.709787480359488,,20.506685063750677,,20.938242529885564,,20.94927624921969,,20.526190678243644,,20.82114835987867,,21.112592517357363,,20.86602253563087,
021055.98+070615.8,2321,53711,425,32.73327,7.10439,20.21,20.16,20.57,20.88,21.41,22591.0,8.11,0.686,DA,results_convolution_2/spectra/spec-2321-53711-0425.fits,spec-2321-53711-0425.fits,2321-53711-01,2321.0,53711.0,425.0,,20.20767513050253,,20.20955450997719,,20.980721514932533,,20.804733151660933,,20.61218279863018,,20.282360626965197,,21.308234559123427,,20.23864437981414,,20.245791530881995,,20.28845691985628,,20.39810609858842,,21.414052361398497,
021058.63-090210.8,667,52163,501,32.744286,-9.0363434,19.54,19.31,19.49,20.56,19.69,17598.0,7.26,,DAM,results_convolution_2/spectra/spec-0667-52163-0501.fits,spec-0667-52163-0501.fits,0667-52163-01,667.0,52163.0,501.0,,19.026958573142103,0.0096549872146823,19.03525637070665,0.0083035868159129,18.552414780350595,0.0024473912988668,19.137883434395697,0.0079366543361856,19.11015626329013,0.0029948674390151,19.02249879769834,0.007058133814918,18.12211415297039,0.004314960357586,19.225104178092145,0.034977627660427,19.001500035266723,0.0028791867373223,19.17659490039265,0.0165779791156354,19.36674675602604,0.0336332907981305,18.25902301807144,0.0060695287680545
021101.16+220928.6,2066,53349,120,32.754846,22.157942,19.64,18.84,18.47,18.34,18.3,6302.0,8.25,0.74,DA,results_convolution_2/spectra/spec-2066-53349-0120.fits,spec-2066-53349-0120.fits,2066-53341-01,2066.0,53349.0,120.0,,19.153753457536588,,19.06396717487797,,18.35918992446407,,18.48514362811354,,18.4777170218295,,18.697347189889392,,18.2786192792913,,19.40196187568447,,18.84172813519509,,19.265175679247054,,19.555010461130728,,18.341920088083363,
021104.62+010615.8,702,52178,526,32.769233,1.1043834,20.11,19.55,19.34,19.31,19.24,6945.0,8.35,,DAM,results_convolution_2/spectra/spec-0702-52178-0526.fits,spec-0702-52178-0526.fits,0702-52178-04,702.0,52178.0,526.0,,19.78270763422432,0.0154344002864215,19.71068194045676,0.0127449205541708,19.353227208007944,0.00540507168161,19.42876453365414,0.0096919034927429,19.37289305732883,0.0036710236062782,19.49355977013989,0.0090973683580739,19.26665476634472,0.0146500433123023,20.09162902122258,0.0712879566196275,19.5827280016126,0.0040331576698175,19.84391749363184,0.0256147275086643,20.22363799074761,0.0692382922422801,19.405047847316855,0.0194592054672925
021116.34+003128.5,405,51816,382,32.818074,0.52458023,18.72,18.55,18.54,18.7,18.79,10186.0,8.86,,DAH:M,results_convolution_2/spectra/spec-0405-51816-0382.fits,spec-0405-51816-0382.fits,0405-51813-01,405.0,51816.0,382.0,,18.833946909915063,0.0092624497297896,18.76150775874408,0.0077261920094688,18.78765002904345,0.0039297071550129,18.69473733029272,0.0064283652967685,18.68540556689201,0.002479715001405,18.691504904884773,0.00627986527567,18.720431574447662,0.0100580563641523,18.890446384218983,0.0292501424636437,18.72561899934077,0.0026257007742995,18.832728892223702,0.0147908290033944,19.044469891054824,0.0308115442956142,18.81863825770716,0.0134757180706488
021145.58+071831.1,2321,53711,460,32.939905,7.308643,19.82,19.47,19.08,18.16,17.46,6300.0,5.01,,DAM,results_convolution_2/spectra/spec-2321-53711-0460.fits,spec-2321-53711-0460.fits,2321-53711-01,2321.0,53711.0,460.0,,19.574959574672526,0.0070960929758043,19.55142123871901,0.0062647038429862,18.064654370833857,0.0011017457588203,18.867562884763565,0.0037605606322783,19.06412889727074,0.0016293102464902,19.368389842944215,0.0049500257075587,17.5389859601378,0.0017926101443096,19.762793225510958,0.0273958332838164,19.410571476383787,0.0020244813986506,19.741828362947764,0.0124983031707962,19.91013419081613,0.0260292787071563,17.658778700774953,0.0025184023665781
021148.22+211548.2,2046,53327,48,32.950923,21.263386,16.92,16.73,16.86,17.04,17.25,12986.0,9.99,,DAH,results_convolution_2/spectra/spec-2046-53327-0048.fits,spec-2046-53327-0048.fits,2046-53318-01,2046.0,53327.0,48.0,,16.894379442450337,0.002320337562412,16.869181987157653,0.0021218176119062,17.062225067585665,0.0009969385914358,16.89869446850677,0.0022245939272349,16.870177001973552,0.0007499688840421,16.788072212261106,0.0019331707679905,17.105688377993154,0.002447484202243,17.103679906879826,0.0070114565707341,16.809466594738048,0.0007504416180139,16.96514116639657,0.0036160370689353,17.240984132429524,0.0061913009397521,17.157392043757618,0.0031715562735528
021230.01+122557.2,428,51883,46,33.125033,12.432548,20.72,20.24,20.3,20.53,20.73,14334.0,7.62,0.455,DA,results_convolution_2/spectra/spec-0428-51883-0046.fits,spec-0428-51883-0046.fits,0428-51878-01,428.0,51883.0,46.0,,20.248151489953067,,20.18893822828624,,20.288477634761925,,20.506963356529603,,20.253500443351665,,20.03780396614805,,20.050198722513365,,20.656859533873337,,20.085944453092672,,20.54036782713901,,20.781633614556632,,20.078262869363577,
021239.45+001856.9,702,52178,597,33.164386,0.3158164,19.69,19.22,18.88,17.95,17.19,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0702-52178-0597.fits,spec-0702-52178-0597.fits,0702-52178-04,702.0,52178.0,597.0,,19.45807593420705,,19.417480816330134,,17.86872748441511,,18.72504601960484,,18.93147498627011,,19.19282824553064,,17.29317292366118,,19.743515891878808,,19.269351677952763,,19.6268161452817,,19.88882552705642,,17.400913595865482,
021239.45+001856.9,703,52209,397,33.164386,0.3158164,19.69,19.22,18.88,17.95,17.19,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0703-52209-0397.fits,spec-0703-52209-0397.fits,0703-52206-01,703.0,52209.0,397.0,,19.57633411818059,0.0119503178655951,19.500461084090155,0.0095848210502012,17.7741111972472,0.0014613703046938,18.672879667447116,0.004957698344456,18.870078580769764,0.002725096616053,19.172893437082173,0.0064042334764343,17.177649783608835,0.002580043991434,19.959267686385186,0.0561940885244787,19.27203073324416,0.0028530747375628,19.7706295804576,0.0221749997939918,20.08641166799304,0.0510276817305166,17.320993040668235,0.0034867176501824
021303.29+140232.9,428,51883,508,33.263723,14.042465,20.51,20.19,20.23,19.8,19.1,9088.0,8.31,,DAM,results_convolution_2/spectra/spec-0428-51883-0508.fits,spec-0428-51883-0508.fits,0428-51878-01,428.0,51883.0,508.0,,20.15772248321857,,20.154889857478288,,19.80672783337604,,20.327286129371963,,20.26145766728852,,20.13625683436623,,19.297726736424544,,20.51660281089695,,20.137664152512407,,20.291781961108175,,20.622218009563504,,19.461836007714417,
021309.20-005025.5,405,51816,130,33.288325,-0.8404078,21.38,20.33,19.6,18.43,17.77,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0405-51816-0130.fits,spec-0405-51816-0130.fits,0405-51813-01,405.0,51816.0,130.0,,20.755975522979465,0.043500086899005,20.623738304952063,0.0324917536682964,18.42267714658544,0.0027658711721997,19.27935713843366,0.0091129240597744,19.52672364068477,0.0044896384813764,20.03310859767621,0.0163211884192097,17.90006175820968,0.0051650364566695,21.832403685484785,0.3794962295429531,20.202542552297977,0.0078756373123689,20.91766057605087,0.0853937928629775,21.80033540802584,0.3377945585781448,18.02648942154574,0.0065690234122655
021309.20-005025.5,703,52209,291,33.288325,-0.8404078,21.38,20.33,19.6,18.43,17.77,6300.0,6.24,,DAM,results_convolution_2/spectra/spec-0703-52209-0291.fits,spec-0703-52209-0291.fits,0703-52206-01,703.0,52209.0,291.0,,20.833436930642016,0.0282426536559651,20.711810984601364,0.0212345442506246,18.39170051446376,0.0021548769999776,19.288037733043303,0.0069936282246498,19.545559723109427,0.0037910688969371,20.08479626904576,0.0109753687558468,17.856962460968766,0.0043692975303487,21.40259701225434,0.1678717663242527,20.26496223080108,0.0053047884375789,21.3047355265096,0.0651615755233919,21.49206104318585,0.1258316907024199,17.99107510060717,0.0057515523280747
021332.70+062508.6,2321,53711,178,33.386256,6.419058,21.11,20.58,20.77,20.87,21.07,15451.0,7.59,0.449,DA,results_convolution_2/spectra/spec-2321-53711-0178.fits,spec-2321-53711-0178.fits,2321-53711-01,2321.0,53711.0,178.0,,20.700670950090192,,20.67508484938813,,21.03744256266578,,21.07025289236216,,20.80805357473259,,20.59970372963564,,20.922646048664117,,20.87204535686596,,20.628993108973283,,20.86372502253365,,21.03270089664885,,21.13367864363189,
021411.36+011533.2,703,52209,368,33.547337,1.259213,20.36,19.7,18.94,17.99,17.39,6300.0,5.18,,DAM,results_convolution_2/spectra/spec-0703-52209-0368.fits,spec-0703-52209-0368.fits,0703-52206-01,703.0,52209.0,368.0,,20.18449006140755,0.0180373695585437,20.11474530500549,0.0146124239284436,17.817129672776325,0.001397310546012,18.54334798599435,0.0041263427721167,18.822248897471415,0.0023905841098786,19.46362685674537,0.0072975242155035,17.333932492938253,0.0027746504034996,20.70787333307788,0.0968640158568869,19.63397245906597,0.0034652843011731,20.461984978506443,0.0349686840459709,20.823653538701823,0.0808342021246098,17.440488879094993,0.0035763449243149
021436.04-091256.4,668,52162,302,33.650159,-9.2156696,20.66,20.13,20.26,20.5,20.59,11820.0,7.72,0.478,DA,results_convolution_2/spectra/spec-0668-52162-0302.fits,spec-0668-52162-0302.fits,0668-52160-01,668.0,52162.0,302.0,,20.30562582220613,0.0343877143576423,20.257130182516725,0.0259013697300543,20.466109152622472,0.0126094045547006,20.593196176451464,0.0265517265293008,20.280725529805203,0.0079532926360461,20.099692478080733,0.0175586240438497,20.83589485634213,0.0538460045056661,20.150963424763997,0.1048144314746861,20.20478634846193,0.0085282732303521,20.3210771594621,0.0541891998977669,20.379031035606168,0.0827800083695816,20.773224898718432,0.0587213000161669
021456.10+133355.3,428,51883,631,33.733755,13.565368,21.87,20.17,19.46,19.19,18.83,6304.0,9.97,1.375,DA,results_convolution_2/spectra/spec-0428-51883-0631.fits,spec-0428-51883-0631.fits,0428-51878-01,428.0,51883.0,631.0,,20.883561987053803,0.0307296446298958,20.727317466021734,0.0244639980308376,19.162209571078144,0.0043000348007572,19.283407002106948,0.0078399979849559,19.40649644638618,0.0033585179183329,20.008412321283167,0.0127074399928737,19.02050558973435,0.0104162192810081,21.982667503851157,0.2759241361000807,20.2100814398783,0.0058323675748032,21.434590049534528,0.0705337765620926,21.833806985858665,0.1470673520704711,19.104498239883377,0.0135648994064598
021504.75-004742.8,703,52209,209,33.769789,-0.79523284,21.06,20.62,20.53,19.7,18.89,6302.0,7.49,,DAM,results_convolution_2/spectra/spec-0703-52209-0209.fits,spec-0703-52209-0209.fits,0703-52206-01,703.0,52209.0,209.0,,21.129926614594854,0.0380343356797952,21.03212572441492,0.0294219538709332,19.666273397361728,0.0063844270976106,20.56841866686741,0.020861963167708,20.60876806245077,0.0095856255938639,20.80305261224307,0.0207842351328913,19.0630845468012,0.0125069108468157,21.190131516657523,0.123933374568602,20.896746781978344,0.0094545641543097,21.373037662104203,0.0735609793601258,21.29808909218992,0.1158409970438947,19.217437675982858,0.0164571700915515
021534.78+141846.7,428,51883,606,33.894911,14.312983,19.58,19.55,19.46,19.02,18.65,8479.0,8.27,,DAM,results_convolution_2/spectra/spec-0428-51883-0606.fits,spec-0428-51883-0606.fits,0428-51878-01,428.0,51883.0,606.0,,19.62522107931114,0.0129599689397266,19.57072963584248,0.0112612218132758,18.963008860073494,0.0044297299922472,19.352185423131964,0.0102603191771644,19.404573026188324,0.004109325958282,19.430674303629992,0.009602758268767,18.602848408585125,0.0091108904733955,19.90005091033837,0.0524687322105842,19.467239254370103,0.0038408260716132,19.791383324045533,0.0220938052032426,20.036743841892083,0.0398424053829467,18.701795988993275,0.0121999639907195
021543.13+073712.9,2321,53711,570,33.929697,7.620239,21.29,20.29,19.84,19.74,19.7,6332.0,8.97,1.15,DA,results_convolution_2/spectra/spec-2321-53711-0570.fits,spec-2321-53711-0570.fits,2321-53711-01,2321.0,53711.0,570.0,,20.646292870547832,0.0191175475450821,20.535589744029373,0.0153048390794827,19.682468409053577,0.0042447462437497,19.82034464727617,0.0083177288826245,19.83106705613354,0.0032440239782357,20.11109091581249,0.0095963215910256,19.528930681936096,0.0101648023066329,21.02177363255654,0.0868248974104179,20.25941834283274,0.004359111625533,20.794152595706517,0.0323652735858883,21.16179084839548,0.0719437989350261,19.590172518410878,0.0133617928370942
021546.96-073226.9,668,52162,330,33.945651,-7.5408015,19.47,19.1,19.08,19.18,19.19,10092.0,8.43,,DC:,results_convolution_2/spectra/spec-0668-52162-0330.fits,spec-0668-52162-0330.fits,0668-52160-01,668.0,52162.0,330.0,,19.201619079324708,0.0113202045877358,19.1484417193057,0.0094243832113283,19.119709018308576,0.0039795180667625,19.054072597459346,0.0073080443614777,19.06479526879823,0.0029217235681288,19.1080194625302,0.0078676129852132,19.193633232936257,0.0122168230135749,19.365915325281694,0.0442811027943801,19.10912221076503,0.003228668761339,19.28831609104773,0.0178475632776935,19.514040169935903,0.0340747830338978,19.2431547689119,0.0151322295565316
021624.30-084240.0,668,52162,391,34.101251,-8.7110973,19.87,19.83,20.13,20.34,20.61,19960.0,7.27,0.376,DA,results_convolution_2/spectra/spec-0668-52162-0391.fits,spec-0668-52162-0391.fits,0668-52160-01,668.0,52162.0,391.0,,19.95238107419896,,19.892559482557125,,20.272253290629727,,20.221016009143973,,20.056593859397417,,19.867968598617487,,20.32027669107305,,20.00946556475764,,19.890634788258343,,20.0486066432559,,20.157129939936063,,20.461044645498824,
021629.68+001222.4,1507,53763,589,34.12368,0.206219,19.97,19.98,20.42,20.43,21.04,25263.0,7.9,,DAZH:M,results_convolution_2/spectra/spec-1507-53763-0589.fits,spec-1507-53763-0589.fits,1507-53760-01,1507.0,53763.0,589.0,,19.94604710712573,0.0189087200083692,19.95245360933277,0.0165548009977238,20.02726634657514,0.008917802443952,20.18448323029434,0.0171987339849845,20.23541392243165,0.0077427775650867,20.14044351166921,0.016218769938345,19.691291892556286,0.0180731306261785,20.30754504400229,0.1006626565337333,20.038514325025268,0.0061726818334817,19.883615536999848,0.030576245116039,20.37734316323374,0.0737404659308564,19.74689561334525,0.0229827593713235
021652.33+002142.2,1155,52559,388,34.21806,0.361727,21.2,20.64,20.52,20.55,20.58,8151.0,8.12,,DAM,results_convolution_2/spectra/spec-1155-52559-0388.fits,spec-1155-52559-0388.fits,1155-52552-01,1155.0,52559.0,388.0,,20.749612716176507,0.0198469056192224,20.815904924251704,0.0186429098256828,20.779914209149744,0.0118829653154687,20.854212134893807,0.0206538837025125,20.766032106651718,0.0090374144179563,20.715012897274757,0.0160047153298006,20.54388454998962,0.0283005848423944,21.035697998317826,0.0937292601362576,20.73932097301364,0.0064917485827328,20.795731101863147,0.0323578622364377,21.13707038532869,0.0720319619151012,20.5246005895964,0.0372399592992421
021652.33+002142.2,1155,52581,387,34.21806,0.361727,21.2,20.64,20.52,20.55,20.58,7621.0,7.36,,DAM,results_convolution_2/spectra/spec-1155-52581-0387.fits,spec-1155-52581-0387.fits,1155-52573-01,1155.0,52581.0,387.0,,20.72911036483557,,20.759821997136875,,20.57453199771121,,20.635241540808643,,20.58474843447859,,20.615651577147467,,20.377595868262095,,20.875654925478365,,20.671467674987944,,20.83037924069125,,21.010287379404097,,20.419049761384933,
021722.61-004307.3,1155,52581,245,34.344215,-0.718683,18.78,18.38,18.16,18.26,18.35,10082.0,9.61,,DC,results_convolution_2/spectra/spec-1155-52581-0245.fits,spec-1155-52581-0245.fits,1155-52573-01,1155.0,52581.0,245.0,,18.58046899238493,,18.52104775266033,,18.291007872583243,,18.271437589742483,,18.269881450980076,,18.33581039124356,,18.277963089003144,,18.74707917257553,,18.40924579071764,,18.62176574748994,,18.88867421347492,,18.36043425420032,
021726.28-003318.0,703,52209,102,34.359508,-0.5549969,19.02,18.03,16.91,16.1,15.59,6300.0,5.0,,DAME,results_convolution_2/spectra/spec-0703-52209-0102.fits,spec-0703-52209-0102.fits,0703-52206-01,703.0,52209.0,102.0,,18.328954176891838,,18.226445311157825,,15.626008426679512,,16.207917734257897,,16.547431139573682,,17.536884722511623,,15.21109372240469,,18.7186347783447,,17.653146416079515,,18.502744452070324,,18.84252802187884,,15.30962489279854,
021742.45+005342.8,703,52209,531,34.426871,0.89521513,19.36,18.49,17.44,16.55,16.05,6300.0,10.0,,DAME,results_convolution_2/spectra/spec-0703-52209-0531.fits,spec-0703-52209-0531.fits,0703-52206-01,703.0,52209.0,531.0,,18.922204238737685,0.005822602348414,18.909372670028908,0.0050155987188939,16.565133039170114,0.0006045612468118,17.178431149604187,0.0018033298526817,17.52147581228244,0.0008262602492614,18.40048696527001,0.0030096621558505,16.1149437603735,0.0010151609777401,19.171602357382845,0.0232828596354084,18.464149393958728,0.0012831310662878,19.082093493227056,0.01014614184048,19.31246727491945,0.0223499299928136,16.22055909299406,0.0013775318923016
021756.40+063727.6,2321,53711,626,34.484989,6.624345,20.78,20.33,20.64,20.67,21.0,12603.0,7.85,0.53,DA,results_convolution_2/spectra/spec-2321-53711-0626.fits,spec-2321-53711-0626.fits,2321-53711-01,2321.0,53711.0,626.0,,20.69454667569841,0.0215736923719684,20.58487228238166,0.0173112576676908,20.969803437744595,0.0142171046412754,21.15229944759721,0.0275494573227812,20.754472215565663,0.0076065393313675,20.47180187441136,0.0136958211127754,21.16278312626634,0.0481616092461648,20.819082814965448,0.0963673793672232,20.52973441736777,0.0058815879468438,20.85580011809595,0.0388554063016606,21.00510544203137,0.0698087416630778,21.23634766091533,0.0631508462548529
021758.31+000859.2,2634,54110,307,34.492939,0.14977135,21.24,20.71,20.87,21.0,21.43,10526.0,7.18,0.309,DA,results_convolution_2/spectra/spec-2634-54110-0307.fits,spec-2634-54110-0307.fits,2634-54107-01,2634.0,54110.0,307.0,,21.139358958940555,0.0296333263620836,21.03417068081945,0.0234774134772194,21.334252590195952,0.0144591863614577,21.349460324547785,0.0287367814734517,21.01228755642402,0.0092475371429974,20.85624111875162,0.0172133889457599,21.65067346179168,0.0428423886645172,21.55720698552249,0.1712976070127767,20.924096167706644,0.007532971208558,21.585271082784352,0.0727575088748729,21.776264060999885,0.1277202800828263,21.689351934644968,0.0559385939455342
021759.09+004517.6,703,52209,542,34.496208,0.7548921,20.65,20.06,19.62,18.54,17.85,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0703-52209-0542.fits,spec-0703-52209-0542.fits,0703-52206-01,703.0,52209.0,542.0,,20.18763117576997,0.016752243870512,20.196310880935435,0.0143101157745199,18.505421216303056,0.0021777734279687,19.39394370800633,0.0071358856147195,19.614659519580947,0.0043582179691902,19.92884977585755,0.0095899362412972,17.92456325530285,0.0040731986014318,20.339588012746468,0.0650880689914926,19.99700374154469,0.0042993142827389,20.279360211907097,0.0281085481109867,20.45319001094,0.0593783130596591,18.058347909797146,0.0053461300383465
021814.06+001307.7,406,51817,352,34.558569,0.21880364,20.37,20.2,20.58,20.65,20.87,16036.0,7.88,,DA,results_convolution_2/spectra/spec-0406-51817-0352.fits,spec-0406-51817-0352.fits,0406-51817-02,406.0,51817.0,352.0,,20.307337380061803,0.0202664474845509,20.249023348404883,0.0168988930235618,20.52986721552396,0.0128348778368551,20.70586283487824,0.0242170523881398,20.43997046824065,0.008169185558598,20.211160811410387,0.0150686087392879,20.31642233354749,0.0312437681691106,20.45117925450436,0.0692823996849655,20.2285319901542,0.0060589885046768,20.586887944730314,0.0396194285217974,20.57301254550952,0.065048039965915,20.22565918791377,0.0352715595728408
021814.06+001307.7,406,51869,354,34.558569,0.21880364,20.37,20.2,20.58,20.65,20.87,15894.0,7.83,0.53,DA,results_convolution_2/spectra/spec-0406-51869-0354.fits,spec-0406-51869-0354.fits,0406-51861-01,406.0,51869.0,354.0,,20.483028444071717,0.0190300837488297,20.419972988230175,0.0158702394247873,21.32612689676322,0.017557529945424,21.022110809519624,0.0244657523873534,20.716121625061653,0.0085476012630616,20.434700407039024,0.0143419172973285,21.78498237342965,0.0598923276634147,20.669913258761163,0.0872520731910232,20.432972454599728,0.005739846476097,20.629142364857096,0.0333131729787185,20.77557645326004,0.0621490449547317,21.738396867979056,0.0741781868071904
021814.06+001307.7,406,51876,354,34.558569,0.21880364,20.37,20.2,20.58,20.65,20.87,17278.0,7.92,,DA,results_convolution_2/spectra/spec-0406-51876-0354.fits,spec-0406-51876-0354.fits,0406-51872-01,406.0,51876.0,354.0,,20.40365856547749,0.022225463450342,20.362634605665622,0.019024609319455,20.71663570570623,0.0146077822867144,20.68025431696821,0.0244705380322934,20.43663270391702,0.0086054157581314,20.27075464290217,0.0165291076102853,20.69033349233637,0.0400993501434095,20.72003591293892,0.1176297408026977,20.30575025614745,0.0066558201079387,20.62962204661077,0.0421529040158886,20.86395363194996,0.08639630159063,20.744055098194643,0.0519098185730478
021814.06+001307.7,406,51900,346,34.558569,0.21880364,20.37,20.2,20.58,20.65,20.87,16087.0,7.2,,DA,results_convolution_2/spectra/spec-0406-51900-0346.fits,spec-0406-51900-0346.fits,0406-51899-01,406.0,51900.0,346.0,,21.75805821878773,0.066866060870609,21.602264098641136,0.0514860903975413,22.18423235126844,0.0517846016176436,22.84995420491162,0.1453745140937943,22.34981649748473,0.0414967516748155,21.68628040679844,0.0498036145728575,21.538044692928416,0.08288385996228,21.758943654521524,0.2814931496583809,21.66518388008641,0.0195816355667854,21.57505763444285,0.0900972157072547,21.825129563210474,0.189566289009851,21.5190990915956,0.0982845270895776
021814.06+001307.7,406,52238,360,34.558569,0.21880364,20.37,20.2,20.58,20.65,20.87,18962.0,7.89,,DA,results_convolution_2/spectra/spec-0406-52238-0360.fits,spec-0406-52238-0360.fits,0406-52236-01,406.0,52238.0,360.0,,20.25356653268364,,20.274718725255436,,20.47225146497167,,20.369954362963163,,20.235673561545205,,20.136564797573207,,20.697144167022977,,20.617363806227157,,20.17052509010292,,20.469346932497835,,20.737932237075064,,20.73843063286295,
021827.57+004454.1,1507,53763,610,34.614857,0.748373,21.11,20.62,20.06,19.06,18.24,6300.0,9.99,,DA:M,results_convolution_2/spectra/spec-1507-53763-0610.fits,spec-1507-53763-0610.fits,1507-53760-01,1507.0,53763.0,610.0,,21.296968196824476,0.0426752527750528,21.16674632426737,0.0355229532156025,18.860607103858705,0.003683132198308,19.80486077099355,0.0131881809806832,20.042030934895912,0.0063865376757885,20.588149873197004,0.0214763521057153,18.283154761983845,0.0059354063903434,21.351212921668058,0.1700182537998114,20.76105370011492,0.0093788585634528,21.71656411056545,0.0986221132307955,21.52658868984817,0.129900440354574,18.409775670113756,0.0082962671009009
021836.70-091945.0,668,52162,138,34.652926,-9.329171,17.47,17.32,17.41,17.59,17.83,10443.0,9.51,,DZ,results_convolution_2/spectra/spec-0668-52162-0138.fits,spec-0668-52162-0138.fits,0668-52160-01,668.0,52162.0,138.0,,17.505741394051576,0.0036099005015681,17.466931262754166,0.002963305071884,17.57673303249583,0.0011461555377125,17.477647522899325,0.0024954651320974,17.446117546588702,0.0008810917867103,17.40846938408557,0.0023473754306476,17.6162720131097,0.0031065574245486,17.607931381905097,0.012060215156951,17.427217714594754,0.00100002390534,17.592923176690682,0.0061647354722105,17.746972721145134,0.0110053625174992,17.69355429239473,0.00401885296026
021849.98+005739.2,703,52209,568,34.708257,0.96089898,20.24,19.69,19.19,18.27,17.67,6300.0,6.5,,DAM,results_convolution_2/spectra/spec-0703-52209-0568.fits,spec-0703-52209-0568.fits,0703-52206-01,703.0,52209.0,568.0,,20.068071333203783,0.0152551891134775,20.03638451786568,0.0126259501387723,18.328151716790693,0.001929638287229,19.05024436811248,0.005403736849376,19.29151911137071,0.0032451680049838,19.689178834734285,0.0079261951669367,17.854768897653223,0.0037819893517945,20.417235727080715,0.0722349024438909,19.79028178499829,0.0036271452206337,20.268574745018405,0.0281901227941844,20.499994620078677,0.0597278931516667,17.962123001859645,0.0048250138625842
021903.68-001733.9,703,52209,64,34.765317,-0.29275208,19.46,19.27,18.94,18.07,17.53,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0703-52209-0064.fits,spec-0703-52209-0064.fits,0703-52206-01,703.0,52209.0,64.0,,19.32165100646761,0.0091697873806284,19.351817001702635,0.0079805286119757,18.13625417725124,0.0017282752353588,18.793893700367896,0.004833502700799,18.993004263383803,0.002460937739632,19.313271691267097,0.0065030824811919,17.641185548411833,0.0034402604589072,19.41154795769929,0.0309782455807181,19.269681513027983,0.0026374712968221,19.349286282538465,0.0147593779728855,19.555194344727333,0.0296826706610607,17.761538253239102,0.0045462990833453
021914.87-082052.9,668,52162,489,34.811941,-8.3480294,20.16,19.62,19.32,19.24,19.2,6484.0,7.93,0.553,DA,results_convolution_2/spectra/spec-0668-52162-0489.fits,spec-0668-52162-0489.fits,0668-52160-01,668.0,52162.0,489.0,,19.73046857362117,0.0162698447377555,19.67984465625009,0.0133393338548856,19.19545150800038,0.0036902805888202,19.33051319291753,0.0080250843564824,19.30392996112449,0.0030141076072204,19.401455748081283,0.0088165904799998,19.117361362518544,0.0099878243566255,19.723772217339224,0.0516538732927967,19.517167051686293,0.0040658360525671,19.83238780415632,0.0262630489710982,19.867057795291156,0.0515975544116795,19.14656139448595,0.0120598735404441
021923.42+010413.4,1155,52581,442,34.847582,1.070389,20.93,20.43,20.27,20.33,20.4,10112.0,9.32,,DC,results_convolution_2/spectra/spec-1155-52581-0442.fits,spec-1155-52581-0442.fits,1155-52573-01,1155.0,52581.0,442.0,,20.4277420076505,0.0140641594609758,20.395500481804525,0.0120602872929913,20.54451654088636,0.0091979976461611,20.384029395136302,0.013792618617423,20.35164111006136,0.0060185774634197,20.327556125300084,0.0108817025325003,20.624630147063577,0.0267725648395936,20.612813046927734,0.0678257683291903,20.349100587698352,0.004365295511313,20.429029068620643,0.0229316501693534,20.74343439824089,0.0590969317228074,20.755163678038336,0.0395674931244661
021938.57-001346.4,704,52205,271,34.910727,-0.22954992,21.16,20.9,20.28,19.4,18.82,6301.0,9.99,,DAM,results_convolution_2/spectra/spec-0704-52205-0271.fits,spec-0704-52205-0271.fits,0704-52204-01,704.0,52205.0,271.0,,22.754554050309643,0.1179015063136978,22.51300732413585,0.0815184368203328,19.574473508380656,0.0057276919240161,20.29997688428401,0.0140658125709223,20.65444274183023,0.0090244137514531,21.515067300392523,0.0318272020298422,19.1427721631592,0.0126952075208122,23.54988213243576,0.7588115763915961,21.812352002056123,0.016471370273167,23.93296962256307,0.5251970113639204,23.94699194340921,0.8049319447622957,19.28040993839128,0.0167295927236684
