SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err
010602.96+004717.4,396,51816,460,16.512331,0.78817962,18.61,18.19,18.16,18.22,18.33,8755.0,8.25,,DA,results_convolution_2/spectra/spec-0396-51816-0460.fits,spec-0396-51816-0460.fits,0396-51813-01,396.0,51816.0,460.0,,18.2418886997094,0.0053810802918928,18.236248416625223,0.0047549272004064,18.248256935043138,0.0023571942411213,18.345825964751604,0.0046254459461035,18.195214895226307,0.0015949816546101,18.14333331436311,0.0040395143283665,18.249522468972398,0.0064585000997452,18.359433405894883,0.0163230698326928,18.176355852259142,0.0016332555594993,18.303319238352135,0.0089715462149049,18.512069008973548,0.0190928808839923,18.319024404757933,0.0082694256608494
010629.85-010344.2,396,51816,55,16.624376,-1.0622864,18.63,18.55,18.77,18.9,19.04,11528.0,8.8,,DZA,results_convolution_2/spectra/spec-0396-51816-0055.fits,spec-0396-51816-0055.fits,0396-51813-01,396.0,51816.0,55.0,,18.5152575956924,0.0065357023002753,18.528073119762503,0.005657479764487,18.932551978880305,0.0040102773013717,18.861956141865317,0.0062973538082936,18.73346869337643,0.0022731709302529,18.608619104584456,0.0051517478780386,18.982882398572947,0.0119600253966989,18.64225916073264,0.0211936384254966,18.5557070954038,0.0020400472526671,18.717340587271455,0.0118027897378681,18.784613514231985,0.0207434475076773,19.034907097330937,0.0148240240088166
010654.65-104315.0,659,52199,207,16.727719,-10.720836,19.73,19.19,19.21,19.2,18.98,8573.0,7.7,,DAH,results_convolution_2/spectra/spec-0659-52199-0207.fits,spec-0659-52199-0207.fits,0659-52192-01,659.0,52199.0,207.0,,19.367513064892684,0.0131409759000565,19.239098052062324,0.009516515992368,18.749847504186956,0.0036115668208387,18.906058159107182,0.0066427406971463,18.85777567488089,0.0028708644941504,18.9562704138722,0.0061180703965147,18.65279342513812,0.0107316542092687,19.4837506622822,0.0515191245699817,19.085612725274693,0.0029351432215864,19.46073577590635,0.0244009642630279,19.58799462126901,0.0485411661761961,18.70922450087128,0.0137034633878789
010723.42+010008.2,694,52209,412,16.847603,1.0022875,20.12,20.2,20.45,20.42,20.96,14638.0,8.03,0.599,DB,results_convolution_2/spectra/spec-0694-52209-0412.fits,spec-0694-52209-0412.fits,0694-52204-01,694.0,52209.0,412.0,,20.256330309529154,,20.21444108578553,,20.89503865817202,,20.5046625022548,,20.427410031973142,,20.28372222560528,,21.6256065832658,,20.3389117695288,,20.24096290699904,,20.25259402843607,,20.505127148863487,,21.643313838517024,
010734.66+011157.1,694,52209,414,16.894431,1.1991859,21.05,20.44,19.94,19.1,18.47,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-0694-52209-0414.fits,spec-0694-52209-0414.fits,0694-52204-01,694.0,52209.0,414.0,,21.396728341853965,,21.19271761905592,,19.09961915346002,,19.773181798860243,,20.09286577512353,,20.64387370145437,,18.647253142831936,,22.44995791463541,,20.768863175426425,,21.659456689361328,,22.554264258782773,,18.77346901427861,
010748.20+010240.1,2328,53728,444,16.950846,1.044473,19.35,18.8,18.59,18.51,18.58,6300.0,10.0,,DQ,results_convolution_2/spectra/spec-2328-53728-0444.fits,spec-2328-53728-0444.fits,2328-53727-01,2328.0,53728.0,444.0,,18.904130351272464,0.0036650049317087,18.85358812410039,0.0031871412677723,18.60625325644113,0.0016542388484157,18.6046767658926,0.0028677914484507,18.62284131525191,0.0010922009275169,18.765425802244387,0.0027454080377625,18.566408944791355,0.0045543386460245,19.022039664932286,0.0131668248410156,18.79319206306858,0.0010987532280751,18.94741893170441,0.0060289321810157,19.160524632133253,0.0124202622394971,18.61235995865163,0.0055791293244115
010748.20+010240.8,396,51816,571,16.950848,1.0446582,19.35,18.8,18.59,18.51,18.58,6317.0,10.0,,DQ,results_convolution_2/spectra/spec-0396-51816-0571.fits,spec-0396-51816-0571.fits,0396-51813-01,396.0,51816.0,571.0,,18.91638970128978,0.0078498332777028,18.854675001123773,0.0067365310454018,18.509398897087543,0.0029690500039943,18.535809681540904,0.0051588420910314,18.560060857781487,0.0019992915520305,18.72989298446911,0.0054884750269874,18.4976596953756,0.0084057062716438,19.025198590508488,0.024651526696125,18.769115843059787,0.0022498398847673,18.93987474867981,0.0125595190989267,19.171673349864413,0.0258722490728223,18.55389104333917,0.0104859609519352
010848.27+151518.0,2804,54368,236,17.201108,15.254987,16.77,16.59,16.86,17.14,17.44,17476.0,7.77,0.508,DA,results_convolution_2/spectra/spec-2804-54368-0236.fits,spec-2804-54368-0236.fits,2804-54354-02,2804.0,54368.0,236.0,,17.653336573578038,0.0035338784064436,17.686988684155317,0.0031996326320282,18.90210692994477,0.0031335428098403,18.766856691120477,0.0069903225288734,18.4220234747577,0.0020003141945416,17.89554696472424,0.0035218555125204,19.13913726161376,0.00925079130202,17.81313411181899,0.0127424213861899,17.78914360115946,0.0012962881262401,17.790937008289923,0.005204604816217,17.945719525704966,0.0122258856973286,19.226337963574714,0.0121536981130303
010949.99+155543.8,2825,54439,431,17.458294,15.928842,21.8,20.72,20.76,20.75,20.42,10294.0,7.74,0.48,DA,results_convolution_2/spectra/spec-2825-54439-0431.fits,spec-2825-54439-0431.fits,2825-54389-02,2825.0,54439.0,431.0,,21.17867580799159,0.0228480263920431,21.08929216980864,0.0186347659723766,20.759102754978336,0.0084989693978314,20.864257273404757,0.0161211944127801,20.675805290369247,0.0060440098331916,20.724652884203984,0.0126075123103116,20.870210087353463,0.0220882960313996,21.69962820430289,0.1275296748628147,20.85514013847503,0.0055870930447845,21.34264270064764,0.0413114325474465,21.77734009949277,0.12019532795704,20.96187032324334,0.030733667616584
010956.35-093431.7,2864,54467,355,17.484789,-9.575475,20.69,20.47,20.81,20.97,20.81,20647.0,7.09,0.337,DA,results_convolution_2/spectra/spec-2864-54467-0355.fits,spec-2864-54467-0355.fits,2864-54462-01,2864.0,54467.0,355.0,,20.77541287677763,,20.71688916208168,,21.17836925911296,,21.00721100706499,,20.818304440404823,,20.67977177437873,,21.312996875236685,,21.420100784925346,,20.695038554395644,,20.955919387602627,,21.451517293677448,,21.24509524627189,
011027.50-102008.6,659,52199,101,17.614602,-10.335724,18.01,17.71,17.56,17.57,17.73,10082.0,9.77,,DC,results_convolution_2/spectra/spec-0659-52199-0101.fits,spec-0659-52199-0101.fits,0659-52192-01,659.0,52199.0,101.0,,17.61493667634104,,17.62666250183235,,17.62737450384524,,17.580904738971817,,17.575100921071247,,17.60462736402163,,17.632254892488668,,17.664114024727546,,17.596502334815433,,17.606370437206174,,17.81204961019028,,17.69218363243953,
011042.01-010839.3,1499,53001,243,17.675028,-1.144245,15.38,15.51,15.34,15.08,14.84,10644.0,8.66,,DAM,results_convolution_2/spectra/spec-1499-53001-0243.fits,spec-1499-53001-0243.fits,1499-52997-01,1499.0,53001.0,243.0,,15.494723557664948,0.0013107595791439,15.517708890652692,0.0012456428474174,15.193977239705298,0.0004288769708628,15.383457207455749,0.0012994361319619,15.449884824530097,0.0004214160026116,15.651295187591664,0.0012150896713706,14.979625256856847,0.0006097638480914,15.510577675179825,0.0030987432045086,15.521354689687506,0.0004541059672069,15.498854728932123,0.0018875348124541,15.65630313946206,0.0029993449618174,15.070319540376602,0.0009051283549989
011047.62+145649.7,2825,54439,195,17.698401,14.94713,20.42,20.39,20.73,21.02,21.65,21061.0,8.44,0.88,DA,results_convolution_2/spectra/spec-2825-54439-0195.fits,spec-2825-54439-0195.fits,2825-54389-02,2825.0,54439.0,195.0,,20.48461657824243,,20.50919522098004,,21.47169785515272,,21.27434165950337,,20.978888844516423,,20.584744532366848,,21.74709358328507,,20.47182757318081,,20.548823768182864,,20.446819297953844,,20.645799005619345,,21.695008363151523,
011055.07+143922.3,422,51811,543,17.72944,14.656181,17.28,16.91,16.97,17.03,17.16,9200.0,8.72,1.028,DA,results_convolution_2/spectra/spec-0422-51811-0543.fits,spec-0422-51811-0543.fits,0422-51808-01,422.0,51811.0,543.0,,17.098161673358412,,17.080151169299448,,17.07969163269636,,17.180628683735556,,17.008633665165966,,16.944782064537016,,17.09053116609291,,17.226502055284094,,16.996038452096307,,17.1736242949218,,17.369413372894336,,17.16056905635933,
011055.07+143922.3,422,51878,546,17.72944,14.656181,17.28,16.91,16.97,17.03,17.16,9155.0,8.68,,DA,results_convolution_2/spectra/spec-0422-51878-0546.fits,spec-0422-51878-0546.fits,0422-51877-01,422.0,51878.0,546.0,,16.964004055010314,,16.971376400507815,,17.10914773962289,,17.185124609650366,,17.000372450500286,,16.910108271063585,,17.11956714843641,,17.040254359670307,,16.928755707505353,,17.01045074503761,,17.182663920575585,,17.18115748766356,
011055.16+143921.7,2804,54368,201,17.729836,14.656034,17.43,17.24,17.1,17.24,17.3,9212.0,8.67,,DA,results_convolution_2/spectra/spec-2804-54368-0201.fits,spec-2804-54368-0201.fits,2804-54354-02,2804.0,54368.0,201.0,,17.277444281324854,0.0028500797816639,17.22481712769963,0.0024188551546547,17.203919915938336,0.0008360968839177,17.285046812953247,0.0022965182455497,17.100810738235076,0.0007381916562651,17.044891538087633,0.0019656142242521,17.223779807571752,0.0018509737763329,17.448643276403196,0.0098396476625071,17.122385533277246,0.0008272265841324,17.381529525274452,0.0041557002013113,17.590570377035753,0.0098207833663591,17.289095015380603,0.0024435275468433
011055.31-102011.9,659,52199,107,17.730455,-10.336652,17.78,17.35,17.51,17.69,18.24,15213.0,7.84,,DAM,results_convolution_2/spectra/spec-0659-52199-0107.fits,spec-0659-52199-0107.fits,0659-52192-01,659.0,52199.0,107.0,,17.32198198241985,,17.319099063789558,,17.66703940364956,,17.79012683403068,,17.514129180812482,,17.272154653924623,,17.70333951276198,,17.508599739457345,,17.2818311569825,,17.45782232777274,,17.648161692018398,,17.76461730606767,
011055.31-102012.0,2849,54454,246,17.730473,-10.336679,17.78,17.35,17.51,17.69,18.24,12287.0,7.85,,DAM,results_convolution_2/spectra/spec-2849-54454-0246.fits,spec-2849-54454-0246.fits,2849-54453-01,2849.0,54454.0,246.0,,17.960386117585692,0.0063601048563835,17.954097239490515,0.0053223962194581,19.10091842583281,0.0049426529310638,19.07424302312973,0.0111351332879352,18.650285362137232,0.002882987750757,18.116583562298864,0.005082122737234,19.423131601491427,0.0163229856973763,18.104401919854844,0.0225265488510129,18.02922945737153,0.0020096001354872,18.087953492748788,0.0103981721377972,18.232487337757185,0.0211465371224759,19.440962496885117,0.0201506041975042
011104.96+154145.1,2825,54439,476,17.770654,15.695865,20.58,20.25,20.47,20.65,21.01,12857.0,7.61,0.446,DA,results_convolution_2/spectra/spec-2825-54439-0476.fits,spec-2825-54439-0476.fits,2825-54389-02,2825.0,54439.0,476.0,,20.52495696658982,,20.50147407657189,,21.34850925768847,,21.09742102272471,,20.776814291010275,,20.362875723572223,,22.51768162997191,,20.851871897741823,,20.420724452274804,,20.716027039875023,,21.064910819601685,,22.327312227971184,
011123.90+000935.3,694,52209,595,17.849581,0.1598125,19.02,18.48,17.89,17.07,16.51,6842.0,5.0,,DAM,results_convolution_2/spectra/spec-0694-52209-0595.fits,spec-0694-52209-0595.fits,0694-52204-01,694.0,52209.0,595.0,,18.778623144061164,0.0051154661807473,18.71661718610537,0.0043820716777943,16.94650741453399,0.0006003735330506,17.576634925366854,0.0019720560769901,17.79960174664543,0.0009833211345393,18.26706198595492,0.0028656997020713,16.508206090148413,0.0010280419011799,19.200895220901508,0.0235700751846432,18.38792851770318,0.0012522302647853,19.04604322850384,0.0090528196308287,19.312886279643173,0.0191052252274561,16.615863211117407,0.0014925755096916
011123.90+000935.2,2328,53728,594,17.849588,0.15978,19.02,18.48,17.89,17.07,16.51,7636.0,5.0,,DAM,results_convolution_2/spectra/spec-2328-53728-0594.fits,spec-2328-53728-0594.fits,2328-53727-01,2328.0,53728.0,594.0,,18.747117369633703,0.0032668578095854,18.69755321713657,0.0028592050122432,17.00347333722126,0.0005391601131077,17.633573537701544,0.0015973579531826,17.855419055424356,0.0006417982575433,18.325617301630423,0.0020394056640538,16.548384322904774,0.0008977668095703,19.032696518771765,0.0138027644252982,18.422308257147822,0.0008516455501008,18.939425037434383,0.0057984521289378,19.16022250129144,0.011110453421335,16.651413555479856,0.00123213635159
011226.93+251149.8,2060,53706,267,18.112216,25.197177,20.43,20.04,19.47,18.48,17.86,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-2060-53706-0267.fits,spec-2060-53706-0267.fits,2060-53663-01,2060.0,53706.0,267.0,,20.212323244990465,0.0114523529117039,20.191965191578653,0.0094028248134641,18.483962271833256,0.001509904564263,19.25741805372791,0.0045614366064284,19.526117438789065,0.002289205585345,19.973813657963795,0.0069638397003596,17.97304500412084,0.0027843414461667,20.43093686448082,0.0504658272934088,20.00651695166686,0.0029299954709277,20.276760862200558,0.0194292173147957,20.56924912891555,0.0407675187972423,18.09459227191379,0.0036523608479446
011227.93-000435.2,2328,53728,27,18.116357,-0.076443,20.98,20.53,20.57,20.68,21.13,10370.0,8.32,0.792,DA,results_convolution_2/spectra/spec-2328-53728-0027.fits,spec-2328-53728-0027.fits,2328-53727-01,2328.0,53728.0,27.0,,20.73765683276877,,20.678076297408573,,20.961810594219664,,20.997156411657635,,20.724982436377356,,20.523105395278613,,21.130519778550244,,21.19285531223455,,20.580239184709846,,20.9126565358928,,21.267966469809487,,21.17699106478782,
011258.46+164407.1,2825,54439,530,18.243585,16.735309,19.49,19.02,19.16,19.3,19.49,11637.0,8.18,0.707,DA,results_convolution_2/spectra/spec-2825-54439-0530.fits,spec-2825-54439-0530.fits,2825-54389-02,2825.0,54439.0,530.0,,19.228345639304344,0.0051233086084972,19.1547405099465,0.0043470267521804,19.442526050569747,0.0033874358554832,19.48567956586148,0.0058695193529102,19.19398790940091,0.0019233428724443,18.989341631796968,0.0035326331394953,19.549130897161028,0.0104088388416919,19.507373936871595,0.0215475205967273,19.061747192084063,0.0014705508536327,19.447163829189385,0.0093625540458743,19.63409542869021,0.0208705107026388,19.60598242848481,0.0135412097078133
011337.51+161947.6,2825,54439,573,18.406293,16.32988,20.54,20.41,20.57,20.43,19.99,9651.0,8.76,,DAH,results_convolution_2/spectra/spec-2825-54439-0573.fits,spec-2825-54439-0573.fits,2825-54389-02,2825.0,54439.0,573.0,,20.444770390089158,0.0128348673980932,20.45008278588997,0.0114847298425508,20.85603588530808,0.0098874399336255,20.933796700293904,0.0182057125159118,20.781244001062568,0.0068703328411467,20.517475614731215,0.0108065817756649,20.94041976227276,0.0272519929951281,20.60491386651604,0.0531344089009487,20.47123904995076,0.0042017436629969,20.47387382133754,0.0207213957154692,20.7253402961419,0.0458956019554335,20.932318286898077,0.0341684713896851
011346.65-103659.3,2864,54467,215,18.444387,-10.616482,20.25,20.09,20.33,20.71,21.02,18468.0,8.26,0.766,DA,results_convolution_2/spectra/spec-2864-54467-0215.fits,spec-2864-54467-0215.fits,2864-54462-01,2864.0,54467.0,215.0,,20.17993602401946,0.0110529230528699,20.16844677508768,0.0090913495882017,20.7884480088724,0.0081899197375749,20.7490459367395,0.0134874892437045,20.44051718643015,0.0041733882510155,20.123479311821164,0.0070826377077778,20.860768620388463,0.0228029148990761,20.40903839131152,0.0474270656751894,20.14221977054941,0.0030782157818665,20.323660508582016,0.0215192680568237,20.52308885224698,0.0418644556044204,21.030512001572585,0.0314111883741687
011355.84-093938.1,2864,54467,466,18.482682,-9.660575,20.73,20.09,19.44,18.18,17.38,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-2864-54467-0466.fits,spec-2864-54467-0466.fits,2864-54462-01,2864.0,54467.0,466.0,,20.698054157644314,0.0159685856250141,20.56333950727575,0.0122499594939667,18.15176110537906,0.0010563986162406,19.123959905719992,0.003842639533637,19.423782128267757,0.001841332492326,20.019963487254092,0.0066254953498271,17.538860978285364,0.0016596534905271,21.088370993909656,0.09966634295939,20.185426968071678,0.0031004605852879,20.85568286185445,0.0312328437462274,21.200306495065483,0.1176056654078464,17.682259054621035,0.002320327093471
011517.22+005537.3,695,52202,416,18.821734,0.92702276,18.7,18.38,18.37,18.39,18.51,10086.0,9.31,,DC,results_convolution_2/spectra/spec-0695-52202-0416.fits,spec-0695-52202-0416.fits,0695-52202-01,695.0,52202.0,416.0,,18.43166792234343,0.004514505436155,18.3965064061613,0.0040694992731679,18.45147781040101,0.0022349089267416,18.403332428819617,0.0041234637708199,18.35819563767304,0.0016492287009212,18.334621400686977,0.0037176175225748,18.491276854172604,0.0064756645906461,18.55355864049499,0.0151871055413993,18.355344143250925,0.0014599850954257,18.462018249000828,0.0070852490177208,18.690456309954094,0.0137305084765753,18.53541122638789,0.0085895042119553
011526.98+160445.6,2804,54368,630,18.862419,16.079322,17.57,17.27,17.49,17.72,17.97,15236.0,8.04,0.633,DA,results_convolution_2/spectra/spec-2804-54368-0630.fits,spec-2804-54368-0630.fits,2804-54354-02,2804.0,54368.0,630.0,,17.341715827482254,,17.288411250869366,,17.73628483781301,,17.789327173543462,,17.47040046209856,,17.186777976158744,,17.811898675467084,,17.612062182056555,,17.228612552072185,,17.536003115111477,,17.733302099766142,,17.88617217529181,
011545.21+253401.8,2060,53706,179,18.938388,25.567158,20.28,20.36,20.64,20.88,21.38,27258.0,7.91,0.594,DA,results_convolution_2/spectra/spec-2060-53706-0179.fits,spec-2060-53706-0179.fits,2060-53663-01,2060.0,53706.0,179.0,,20.334771383358596,0.0122043360669404,20.36402249703088,0.010478870744945,21.39987822918049,0.0147665392042862,20.99597743826859,0.0168545555234051,20.785006710487345,0.0061651527217903,20.449057349268703,0.0095894848817517,21.640847514186355,0.0473310324843142,20.465002719318782,0.0442652622188055,20.39136830466142,0.0038376763041954,20.42535671152374,0.0209848113065284,20.656782761941702,0.0456763524692859,21.77427726298713,0.0647649094145684
011622.02+261112.2,2060,53706,469,19.091738,26.186719,19.64,19.87,20.44,20.48,20.32,44960.0,7.6,0.517,DA,results_convolution_2/spectra/spec-2060-53706-0469.fits,spec-2060-53706-0469.fits,2060-53663-01,2060.0,53706.0,469.0,,19.707935716689956,0.0080370805939316,19.75700192941128,0.0073667768094793,20.10456670631826,0.0057800724796057,20.066087140976045,0.0090177226192999,19.970158256230853,0.0034763789386316,19.834749722634506,0.0068621162017694,20.02843638015218,0.0152802935096973,19.72327309964117,0.0279078876213035,19.782705635920443,0.002674331857218,19.695462770467607,0.0125512820676623,19.869115117183604,0.0251366162789222,20.135476454966927,0.0203381988623735
011634.11+002956.6,695,52202,556,19.142136,0.49904384,20.86,20.28,19.87,18.94,18.24,6300.0,9.99,,DAM,results_convolution_2/spectra/spec-0695-52202-0556.fits,spec-0695-52202-0556.fits,0695-52202-01,695.0,52202.0,556.0,,20.59183729009306,0.0242639621906638,20.57670472141164,0.0213853409608576,18.81050438379476,0.003084782884457,19.70373120416281,0.0107266663736032,19.90389465338398,0.0057442283073036,20.193675710802037,0.0147146910106944,18.25362341448949,0.005498563817886,20.803278441502503,0.100063169192295,20.308277080144244,0.0063823349073039,20.73678896804136,0.0429635395588266,20.896566480113783,0.0839066198247342,18.387590598468016,0.00793451639742
011716.79-095300.6,660,52177,173,19.319954,-9.8834999,21.69,20.8,20.16,20.19,19.73,6318.0,9.87,,DC:,results_convolution_2/spectra/spec-0660-52177-0173.fits,spec-0660-52177-0173.fits,0660-52164-01,660.0,52177.0,173.0,,21.267573453227264,,21.339859445414422,,19.986923799795967,,20.170136359149176,,20.21556759795616,,20.69732860454373,,19.912581264572403,,21.89339604930489,,20.82865012805477,,21.694986676143408,,22.118156778761225,,20.094736378816627,
011738.75+260726.6,2060,53706,497,19.41146,26.124054,21.16,20.66,20.56,20.72,20.74,9804.0,8.19,0.71,DA,results_convolution_2/spectra/spec-2060-53706-0497.fits,spec-2060-53706-0497.fits,2060-53663-01,2060.0,53706.0,497.0,,20.821121647400155,0.0151611624333877,20.78936280123842,0.0131434093080669,20.897180923972904,0.0091734705353648,20.935807867931736,0.0150242861234321,20.72307620492084,0.0053112441618335,20.61109536021372,0.0101295431048354,20.90239960779514,0.0251177630054315,21.09410442540065,0.0658435968358693,20.679598162429222,0.0042968195866222,20.948344140719502,0.026567449853553,21.21037436086919,0.0574087743800963,20.98077862057898,0.0337922674973692
011830.14-092950.3,2864,54467,588,19.6256,-9.497312,20.1,19.82,20.07,20.19,20.53,16822.0,7.97,0.6,DA,results_convolution_2/spectra/spec-2864-54467-0588.fits,spec-2864-54467-0588.fits,2864-54462-01,2864.0,54467.0,588.0,,19.754297659982026,0.0073522424771888,19.77237586297276,0.006527258116852,20.418002817217094,0.006338852130422,20.393598174409117,0.0103539925009417,20.124403649122264,0.0032611222588592,19.812600967467908,0.0056419595673121,20.614995579329825,0.0206733730718056,19.97919524431685,0.0325708691128119,19.78548302769357,0.0022834438897019,19.89676088270945,0.0132923825091838,20.10924119636814,0.0271366370106594,20.66016551573393,0.0260807514355171
011842.73+252207.9,2060,53706,112,19.678057,25.368875,20.7,20.7,20.78,20.89,20.87,14408.0,7.47,0.331,DB,results_convolution_2/spectra/spec-2060-53706-0112.fits,spec-2060-53706-0112.fits,2060-53663-01,2060.0,53706.0,112.0,,20.61287849027192,0.0161058398522123,20.610165975663072,0.0134939620446614,20.97932773548363,0.0103113740288467,20.930736803560517,0.0161127784500419,20.79242281345382,0.006325488670804,20.6206867021156,0.0116779516301038,20.96693206738164,0.0276037452727706,20.66894634516121,0.0557346315686578,20.621937037773957,0.0048591623869398,20.578623965284685,0.0245539521145056,20.812145780009736,0.0528757209049648,20.994919839299065,0.0339008105271875
011848.04+382419.1,2062,53381,315,19.700176,38.405313,20.95,20.49,20.56,20.8,21.04,12104.0,8.47,0.889,DA,results_convolution_2/spectra/spec-2062-53381-0315.fits,spec-2062-53381-0315.fits,2062-53379-01,2062.0,53381.0,315.0,,20.66259448060044,0.0193611322584088,20.56169128450282,0.0157182484904193,21.46026269776383,0.0136411296921216,21.288843767744588,0.0234796812471612,20.89145471240985,0.0076236809669972,20.549633706824856,0.012975202773632,22.38026660189337,0.0689506620824106,21.16098800336201,0.1050014353066699,20.56228792688028,0.0054152917073083,20.95766936137949,0.0408462603989103,21.28384564452154,0.0864200405118199,22.180323672074145,0.0710213981137948
011918.83+065850.7,2329,53725,312,19.828456,6.980749,20.66,20.35,20.57,20.71,20.94,17016.0,7.54,0.439,DA,results_convolution_2/spectra/spec-2329-53725-0312.fits,spec-2329-53725-0312.fits,2329-53724-01,2329.0,53725.0,312.0,,20.372990360105028,,20.365482183309812,,21.035909469381387,,20.87912055441226,,20.65301714631746,,20.355313852682933,,22.133853206644893,,20.53529722019106,,20.35791928474321,,20.535837882638692,,20.662542327498137,,22.026272732681512,
011923.89+401212.9,2063,53359,342,19.849559,40.203576,19.73,20.13,20.6,20.91,20.95,36655.0,7.59,0.496,DA,results_convolution_2/spectra/spec-2063-53359-0342.fits,spec-2063-53359-0342.fits,2063-53358-01,2063.0,53359.0,342.0,,20.04540434007145,,20.13876449272553,,21.862877005781503,,21.32357483661479,,20.94979453894691,,20.33308635840094,,22.601887160257483,,19.989196626714964,,20.244783212672395,,20.008721166996587,,20.131587372846845,,22.661498994927392,
011930.33+005330.0,695,52202,612,19.876372,0.89165365,19.88,19.46,19.25,19.17,19.22,7361.0,8.39,,DA,results_convolution_2/spectra/spec-0695-52202-0612.fits,spec-0695-52202-0612.fits,0695-52202-01,695.0,52202.0,612.0,,19.5958016338958,0.0109568150627822,19.553362776607848,0.0095926557058345,19.304342890695004,0.0044995295668317,19.378775674355477,0.0082966127142847,19.31754980843352,0.0034840972906093,19.399804088160884,0.0078756715385302,19.298138299795603,0.0131491921180436,19.78917020325408,0.0487049160104149,19.46515721883818,0.0032846916359019,19.67238456956164,0.017912836364591,19.922195206808773,0.0367738156731899,19.373080040413065,0.0179441432440103
011930.33+005330.0,696,52209,321,19.876372,0.89165365,19.88,19.46,19.25,19.17,19.22,7199.0,8.06,0.627,DA,results_convolution_2/spectra/spec-0696-52209-0321.fits,spec-0696-52209-0321.fits,0696-52207-01,696.0,52209.0,321.0,,19.672777373437945,0.0117979630372199,19.561026250686886,0.0098180138763406,19.30125834153757,0.0045548999144667,19.383123200746702,0.0087491040806279,19.305825290238765,0.0041214137977513,19.34447307206576,0.0075716422280504,19.2527159070603,0.0129524246332397,20.25552166571139,0.0684308239599141,19.44128012639901,0.0032765541799442,19.80517897126868,0.018671354356897,20.299069209609577,0.0448771246319556,19.301920702448307,0.0180290348972578
011932.38-090219.2,2864,54467,615,19.884937,-9.038657,19.91,19.28,18.42,17.58,17.09,6300.0,10.0,,DAM,results_convolution_2/spectra/spec-2864-54467-0615.fits,spec-2864-54467-0615.fits,2864-54462-01,2864.0,54467.0,615.0,,19.933068148509072,0.0091926296726616,19.83430245106549,0.0074583490397636,17.37469637226919,0.0006959816472075,18.006920086093054,0.0020929654639764,18.356826212880883,0.0009417520939983,19.213110241866893,0.0039547904668974,16.90737966080564,0.0011640004267635,20.39352727444821,0.0548469708579756,19.34104424209132,0.0017599022939124,20.196355845028627,0.0186314896168479,20.524688756056317,0.0410573388841461,17.0075584014674,0.0016058476877704
011939.93+305512.8,2061,53711,137,19.916382,30.920216,22.5,20.79,19.83,19.58,19.38,6302.0,9.98,,DC,results_convolution_2/spectra/spec-2061-53711-0137.fits,spec-2061-53711-0137.fits,2061-53707-01,2061.0,53711.0,137.0,,21.76926660996229,,21.39903588542814,,19.737425620782936,,19.92693640016963,,20.045433837031705,,20.576527638660984,,19.640432991863044,,21.977112830202465,,20.91178584830191,,22.020180047841656,,22.018299228838792,,19.750591720626907,
011941.13+312258.6,2061,53711,159,19.921361,31.382941,20.56,20.47,20.77,20.97,20.85,19171.0,8.03,0.636,DA,results_convolution_2/spectra/spec-2061-53711-0159.fits,spec-2061-53711-0159.fits,2061-53707-01,2061.0,53711.0,159.0,,20.61399285437357,,20.60043050648175,,21.284046773269843,,21.094170143749928,,20.93196898995045,,20.733297813140418,,21.632230215268,,20.608426058955096,,20.650325090974043,,20.76136931871458,,20.741328854250817,,21.771742727560785,
011950.48+255149.1,2060,53706,556,19.960313,25.863649,19.04,18.71,18.76,18.81,18.98,9783.0,8.46,0.88,DA,results_convolution_2/spectra/spec-2060-53706-0556.fits,spec-2060-53706-0556.fits,2060-53663-01,2060.0,53706.0,556.0,,18.74879816265628,0.003228379602038,18.729215744175853,0.0029125027760274,18.88432392346447,0.0018421376376009,18.964934150837443,0.0034206844757838,18.74612424947829,0.0011484698009592,18.60379698933472,0.0024499971016346,18.945607402563887,0.0054855496144854,18.94587085231604,0.01194297899305,18.655239830543444,0.0009966312693273,18.86456009735067,0.0052480362845872,19.075829726802983,0.0098857912257428,19.004557151353985,0.0070960021944935
012021.74+153727.0,424,51893,334,20.090596,15.624164,21.07,19.82,19.24,19.1,18.92,6313.0,7.75,0.472,DA,results_convolution_2/spectra/spec-0424-51893-0334.fits,spec-0424-51893-0334.fits,0424-51891-01,424.0,51893.0,334.0,,20.577818479460756,0.0266747187426544,20.46003528974901,0.0220302240009923,19.10516299383965,0.0043970270705155,19.332329195449923,0.0093819568530353,19.36059277930756,0.0039355280728425,19.73186342120963,0.0114760284738033,18.909707479722837,0.0102608881852945,21.26046239051906,0.1793266465215743,19.96442751503094,0.0053833224506252,21.01767104203298,0.0577058711661487,21.311991027528883,0.1133287046556823,18.984742022136253,0.0134310686548607
